ID_ESCOLA;CO_PROFESSOR;ID_SERIE;TX_RESP_Q053;TX_RESP_Q054;TX_RESP_Q055;TX_RESP_Q056;TX_RESP_Q057;TX_RESP_Q058;TX_RESP_Q059;TX_RESP_Q060;TX_RESP_Q061;TX_RESP_Q062;TX_RESP_Q063;TX_RESP_Q064;TX_RESP_Q065;TX_RESP_Q066;TX_RESP_Q067;TX_RESP_Q068;TX_RESP_Q069
35038453;2017290183;9;C;E;E;E;E;B;C;C;C;C;C;C;C;C;D;C;D
35038453;2017290183;9;C;E;E;E;E;B;C;C;C;C;C;C;C;C;D;C;D
35038453;2017290183;9;C;E;E;E;E;B;C;C;C;C;C;C;C;C;D;C;D
35038453;2017041517;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017041517;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017041517;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017041517;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017254653;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017254653;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017254653;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017254653;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017290184;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017290184;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017290184;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017148122;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017148122;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017148122;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017148122;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35038453;2017290184;9;C;D;E;E;C;B;C;C;C;C;C;B;C;C;C;C;C
35045056;2017368870;5;C;E;E;D;B;C;C;C;C;C;C;C;C;C;C;C;C
35045056;2017006388;5;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35045056;2017240620;5;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35021258;2017339773;9;C;C;C;D;C;C;C;B;B;C;C;C;C;D;C;B;C
35021258;2017048465;9;B;C;C;D;D;D;D;D;D;D;D;D;C;D;D;D;D
35021258;2017339774;9;C;C;E;E;C;C;C;C;C;C;C;C;D;C;C;C;C
35021258;2017048466;9;D;E;E;E;E;C;B;B;C;C;C;B;C;C;B;B;C
35017848;2017240339;9;A;C;C;C;C;C;C;C;C;B;C;C;C;D;C;B;B
35017848;2017020298;9;A;C;C;C;C;C;C;C;C;B;C;C;C;D;C;B;B
35017848;2017020297;9;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35017848;2017240338;9;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35025987;2017176400;9;D;C;C;C;C;B;B;B;B;C;B;B;B;C;B;B;B
35025987;2017119946;9;C;C;B;D;B;B;B;B;B;C;C;B;B;D;D;B;B
35025987;2017098499;9;C;C;B;D;B;B;B;B;B;C;C;B;B;D;D;B;B
35025987;2017376371;9;C;C;B;D;B;B;B;B;B;C;C;B;B;D;D;B;B
35904910;2017255315;5;E;E;A;E;E;C;D;D;D;D;D;D;D;D;D;D;D
35007651;2017077066;5;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35041245;2017212297;9;C;E;E;E;C;C;C;C;C;C;C;C;C;D;D;D;C
35041245;2017304537;9;C;E;E;E;C;C;C;C;C;C;C;C;C;D;D;D;C
35041245;2017268896;9;C;E;E;E;B;C;D;C;D;D;D;D;D;D;D;D;C
35904946;2017411607;9;D;C;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35904946;2017411607;9;D;C;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35904946;2017276803;9;D;C;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35904946;2017276803;9;D;C;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35904946;2017006966;5;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D;C
35904946;2017127463;5;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D;C
35904946;2017276802;9;D;C;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35904946;2017411606;9;D;C;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35910211;2017326508;5;C;E;D;B;B;C;C;C;B;C;C;B;B;B;B;C;B
35910211;2017326508;5;C;E;D;B;B;C;C;C;B;C;C;B;B;B;B;C;B
35910211;2017028260;9;B;B;E;E;D;B;D;B;C;D;D;B;B;C;C;D;C
35910211;2017177160;5;B;D;E;E;E;C;B;D;D;D;D;C;B;D;D;C;B
35910211;2017177160;5;B;D;E;E;C;B;B;D;D;D;D;C;B;D;D;C;B
35023929;2017410893;5;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;C
35023929;2017119457;5;B;E;E;E;D;D;D;D;C;C;C;C;C;C;C;C;D
35023929;2017119457;5;B;E;E;E;D;D;D;D;C;C;C;C;C;C;C;C;D
35023929;2017276001;5;B;E;C;E;A;C;D;D;D;D;D;D;D;D;D;D;D
35033674;2017396930;9;C;E;E;D;D;C;C;D;D;D;D;D;C;D;D;C;D
35904028;2017141701;9;A;C;B;B;B;B;C;B;B;B;C;C;C;C;D;B;B
35904028;2017447238;9;A;C;B;B;B;B;C;B;B;B;C;C;C;C;D;B;B
35904028;2017411593;9;A;C;B;B;B;B;C;B;B;B;C;C;C;C;D;B;B
35904028;2017063518;9;A;C;B;B;B;B;C;B;B;B;C;C;C;C;D;B;B
35904028;2017411592;9;C;C;D;B;D;B;B;B;B;C;C;B;B;C;C;B;B
35904028;2017063517;9;C;C;D;B;D;B;B;B;B;C;C;B;B;C;C;B;B
35018727;2017247602;9;C;E;E;E;D;C;C;C;D;D;D;D;D;D;D;D;D
35034666;2017155320;9;C;E;E;E;D;C;C;C;C;C;C;C;C;C;C;C;C
35034666;2017290143;9;C;E;D;D;C;D;D;D;D;D;D;D;D;D;D;D;C
35034666;2017361666;9;C;E;D;D;C;D;D;D;D;D;D;D;D;D;D;D;C
35034666;2017361665;9;B;C;C;D;C;C;C;D;C;C;C;D;D;D;D;D;D
35034666;2017197679;9;B;C;C;D;C;C;C;D;C;C;C;D;D;D;D;D;D
35034666;2017290142;9;B;C;C;D;C;C;C;D;C;C;C;D;D;D;D;D;D
35034666;2017247771;9;B;C;C;D;C;C;C;D;C;C;C;D;D;D;D;D;D
35034666;2017112676;9;B;C;C;D;C;C;C;D;C;C;C;D;D;D;D;D;D
35034666;2017155321;9;B;C;C;D;C;C;C;D;C;C;C;D;D;D;D;D;D
35905975;2017120266;5;D;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D;D
35905975;2017035228;5;D;D;D;E;D;C;C;C;C;C;C;C;C;C;C;C;D
35023000;2017133733;9;B;C;D;E;B;C;D;B;B;D;D;A;A;A;A;C;B
35023000;2017133734;9;B;C;E;E;B;B;B;B;C;C;C;A;B;B;B;C;B
35023000;2017027375;9;B;C;E;E;B;B;B;B;C;C;C;A;B;B;B;C;B
35023000;2017027374;9;B;E;E;D;D;A;B;C;A;B;C;A;B;C;D;D;B
35023000;2017332858;9;B;E;E;D;D;A;B;C;A;B;C;A;B;C;D;D;B
35900990;2017440136;9;B;D;E;E;B;C;C;B;C;D;C;C;C;D;D;B;D
35900990;2017148773;9;B;D;E;E;B;C;C;B;C;D;C;C;C;D;D;B;D
35900990;2017099260;9;B;D;E;E;B;C;C;B;C;D;C;C;C;D;D;B;D
35900990;2017326423;9;B;D;E;E;B;C;C;B;C;D;C;C;C;D;D;B;D
35900990;2017326424;9;A;B;E;E;B;D;D;D;D;D;D;D;D;D;D;D;D
35900990;2017262387;9;A;B;E;E;B;D;D;D;D;D;D;D;D;D;D;D;D
35901015;2017262389;9;B;B;B;B;B;B;B;B;B;B;C;C;B;C;C;B;C
35010625;2017261443;9;C;C;E;E;D;C;C;C;C;D;D;C;B;D;D;D;D
35010625;2017077121;9;C;C;E;E;D;C;C;C;C;D;D;C;B;D;D;D;D
35010625;2017261444;9;C;D;D;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35010625;2017077122;9;C;D;D;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35033078;2017389857;5;A;E;C;E;C;A;A;A;A;A;A;A;A;A;A;A;D
35033078;2017133832;9;E;E;E;E;B;D;D;D;D;D;D;D;D;D;D;D;D
35033078;2017133833;9;C;E;E;E;C;C;D;C;D;D;D;C;C;D;D;C;C
35006129;2017233128;5;C;E;E;E;E;C;C;B;B;B;B;B;B;C;C;C;C
35006129;2017304152;5;B;E;E;E;B;B;B;B;B;B;B;B;B;C;C;C;C
35006129;2017105383;5;C;E;E;E;A;A;A;A;A;A;A;A;A;C;B;C;D
35006129;2017354078;5;C;C;E;C;C;B;B;B;B;B;B;B;B;D;C;C;C
35037497;2017354440;9;C;A;D;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35037497;2017077029;9;C;A;D;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35037497;2017204840;9;C;D;E;E;D;C;C;B;C;C;C;B;C;C;D;C;B
35037497;2017077415;9;C;D;E;E;D;C;C;B;C;C;C;B;C;C;D;C;B
35037497;2017439507;9;B;C;D;E;C;B;B;C;B;C;C;A;B;B;B;B;B
35037497;2017077414;9;B;C;D;E;C;B;B;C;B;C;C;A;B;B;B;B;B
35037497;2017204839;9;B;C;D;E;C;B;B;C;B;C;C;A;B;B;B;B;B
35037497;2017276141;9;B;C;D;E;C;B;B;C;B;C;C;A;B;B;B;B;B
35037497;2017354441;9;B;C;C;E;B;B;B;C;B;C;C;A;B;B;B;B;B
35027285;2017432290;9;C;E;E;E;D;C;C;C;C;C;C;C;C;C;C;C;C
35027285;2017311614;9;D;E;E;E;D;C;C;C;C;C;C;C;C;C;C;C;C
35027285;2017006238;9;D;E;E;E;D;C;C;C;C;C;C;C;C;C;C;C;C
35027285;2017432291;9;D;E;E;E;D;C;C;C;C;C;C;C;C;C;C;C;C
35027285;2017432289;9;D;E;E;E;D;C;C;C;C;C;C;C;C;C;C;C;C
35010364;2017396715;9;C;C;C;E;C;B;D;B;D;D;D;D;D;C;C;C;D
35010364;2017112420;9;C;C;C;E;C;B;D;B;D;D;D;D;D;C;C;C;D
35010364;2017162295;9;A;A;C;C;C;B;C;C;C;C;C;B;B;C;C;B;B
35010364;2017396716;9;B;E;C;E;C;B;C;C;B;D;C;B;D;B;B;D;B
35010364;2017162296;9;A;C;D;C;C;B;B;C;B;C;C;D;D;D;D;C;B
35010364;2017112421;9;A;C;D;C;C;B;B;C;B;C;C;D;D;D;D;C;B
35025847;2017212138;9;B;B;C;C;B;C;D;C;C;D;C;C;B;D;C;C;C
35025847;2017233391;9;B;B;C;C;B;C;D;C;C;D;C;C;B;D;C;C;C
35905586;2017205560;9;C;D;E;C;C;D;D;D;C;C;C;D;C;D;D;C;B
35905586;2017170040;9;C;D;E;C;C;D;D;D;C;C;C;D;C;D;D;C;B
35905586;2017170040;9;C;D;E;C;C;D;D;D;C;C;C;D;C;D;D;C;B
35905586;2017205560;9;C;D;E;C;C;D;D;D;C;C;C;D;C;D;D;C;B
35577066;2017049224;5;A;A;E;E;A;B;C;B;D;D;D;D;D;D;D;D;D
35577066;2017340522;5;B;D;E;D;D;C;B;C;C;C;C;D;D;D;D;D;D
35028332;2017062828;9;E;E;E;E;E;D;D;D;D;D;D;B;B;C;D;C;C
35028332;2017020409;9;E;E;E;E;E;D;D;D;D;D;D;B;B;C;D;C;C
35028332;2017020408;9;E;E;E;E;D;D;D;D;C;D;D;B;B;C;D;C;C
35028332;2017006245;9;E;E;E;E;D;D;D;D;C;D;D;B;B;C;D;C;C
35028332;2017062827;9;E;E;E;E;D;D;D;D;C;D;D;B;B;C;D;C;C
35038465;2017403988;5;B;E;E;E;E;C;D;D;D;D;D;D;D;D;D;D;D
35038465;2017375991;5;B;D;E;C;D;B;D;C;B;C;D;B;B;C;B;B;B
35038465;2017318734;5;B;C;D;D;B;A;A;A;B;C;C;A;A;C;C;A;C
35038465;2017119607;5;E;E;E;E;E;D;D;C;D;D;D;D;C;D;D;D;D
35041968;2017340002;5;B;E;E;E;E;B;B;B;A;B;A;A;A;A;A;D;C
35041968;2017304544;5;E;E;E;E;C;C;D;C;D;D;D;D;D;B;D;D;C
35041968;2017411020;5;B;E;E;E;C;C;C;B;C;C;C;B;B;C;C;B;B
35041968;2017141059;5;C;E;E;E;C;D;D;D;D;D;D;D;B;D;D;D;D
35041968;2017062979;5;C;D;B;D;C;B;C;B;B;C;B;C;C;C;D;D;B
35041968;2017197757;5;C;E;E;E;B;C;D;C;C;C;C;C;C;C;C;C;D
35041968;2017055825;5;C;D;E;E;E;C;C;C;D;B;C;B;B;B;C;C;C
35041968;2017141061;5;B;E;E;E;B;C;C;B;C;C;C;C;B;D;D;D;D
35041968;2017261799;5;A;D;C;C;C;B;B;B;C;C;C;B;C;D;D;C;B
35043849;2017027590;5;C;E;E;D;E;C;C;C;C;C;C;C;C;C;C;C;C
35043849;2017176583;5;C;E;E;E;E;B;B;B;C;B;B;B;B;B;B;C;B
35017632;2017212026;9;D;C;C;D;E;B;C;C;C;C;C;C;C;C;C;C;C
35017632;2017439308;9;D;E;E;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35017632;2017176314;9;D;E;E;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35017632;2017176314;9;D;E;E;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35017632;2017439308;9;D;E;E;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35017632;2017439307;9;D;E;E;C;D;D;C;D;C;C;C;C;C;C;C;C;C
35017632;2017212025;9;D;E;E;C;D;D;C;D;C;C;C;C;C;C;C;C;C
35017632;2017176313;9;D;E;E;C;D;D;C;D;C;C;C;C;C;C;C;C;C
35017632;2017034335;5;C;E;E;E;D;D;D;D;D;D;D;D;D;D;D;C;D
35023059;2017155219;9;C;D;E;B;B;B;B;B;B;B;A;A;B;B;B;A;C
35023059;2017268733;9;E;E;E;E;D;D;C;C;C;C;C;C;C;C;C;C;C
35023059;2017055641;9;E;E;E;E;D;D;C;C;C;C;C;C;C;C;C;C;C
35023059;2017368658;9;E;C;E;E;C;C;C;C;C;D;D;B;C;C;D;D;B
35023059;2017268732;9;E;C;E;E;C;C;C;C;C;D;D;B;C;C;D;D;B
35023059;2017055640;9;E;E;E;C;D;B;C;B;C;C;B;B;B;B;C;B;B
35023059;2017055640;9;E;D;E;E;C;C;C;B;C;C;C;B;B;D;C;C;C
35023059;2017155220;9;E;E;E;C;D;B;C;B;C;C;B;B;B;B;C;B;B
35023059;2017155220;9;E;D;E;E;C;C;C;B;C;C;C;B;B;D;C;C;C
35907431;2017433049;5;B;E;E;E;E;B;A;B;A;B;B;A;A;B;A;A;A
35907431;2017433049;5;B;E;E;E;E;B;A;B;A;B;B;A;A;B;A;A;A
35907431;2017212930;5;B;E;E;E;E;B;A;B;A;B;B;A;A;B;A;A;A
35907431;2017212930;5;B;E;E;E;E;B;A;B;A;B;B;A;A;B;A;A;A
35907431;2017319431;5;B;E;D;E;D;D;C;B;C;C;C;B;C;C;C;B;B
35907431;2017319431;5;B;E;D;E;D;D;C;B;C;C;C;B;C;C;C;B;B
35015787;2017204597;9;C;D;E;E;C;C;D;D;D;D;D;D;D;D;D;D;D
35015787;2017190432;9;C;D;E;E;C;C;D;D;D;D;D;D;D;D;D;D;D
35015787;2017233273;9;C;D;E;E;C;C;D;D;D;D;D;D;D;D;D;D;D
35015787;2017289895;9;C;D;E;E;C;C;D;D;D;D;D;D;D;D;D;D;D
35015787;2017204598;9;C;D;E;E;B;C;C;C;D;C;D;C;D;D;D;D;B
35015787;2017190433;9;C;D;E;E;B;C;C;C;D;C;D;C;D;D;D;D;B
35015787;2017289896;9;C;D;E;E;B;C;C;C;D;C;D;C;D;D;D;D;B
35015787;2017233274;9;C;D;E;E;B;C;C;C;D;C;D;C;D;D;D;D;B
35035257;2017403957;9;B;C;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35035257;2017417965;9;B;C;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35035257;2017432342;9;B;C;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35035257;2017155334;9;B;C;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35035257;2017105650;9;B;C;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35035257;2017432341;9;D;D;D;D;D;D;C;C;C;C;C;C;C;C;C;C;C
35035257;2017403958;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017417966;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017417966;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017155335;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017105651;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017105651;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017155335;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35035257;2017403958;9;B;D;E;D;D;C;D;D;C;C;D;C;D;D;D;C;C
35436057;2017404565;9;B;A;C;E;A;C;C;C;C;C;C;C;C;D;D;C;C
35436057;2017276704;9;B;A;C;E;A;C;C;C;C;C;C;C;C;D;D;C;C
35019665;2017332804;9;B;C;B;C;B;B;B;B;B;D;D;B;B;D;C;C;C
35902652;2017099277;9;C;D;D;D;E;D;D;D;D;D;D;D;D;D;D;D;D
35902652;2017163190;9;C;D;D;D;E;D;D;D;D;D;D;D;D;D;D;D;D
35902652;2017163191;9;C;C;D;D;E;D;D;D;D;D;D;D;D;D;D;D;D
35902652;2017099278;9;C;C;D;D;E;D;D;D;D;D;D;D;D;D;D;D;D
35921836;2017042320;9;E;D;E;E;E;B;D;B;B;C;C;B;B;D;C;D;C
35921836;2017340697;9;E;D;E;E;E;B;D;B;B;C;C;B;B;D;C;D;C
35921836;2017340696;9;E;D;E;E;E;B;D;D;B;C;C;C;B;D;C;D;C
35921836;2017042319;9;E;D;E;E;E;B;D;D;B;C;C;C;B;D;C;D;C
35925287;2017141864;9;E;B;E;E;D;C;C;D;D;D;C;D;C;D;D;D;D
35925287;2017191459;9;E;B;E;E;D;C;C;D;D;D;C;D;C;D;D;D;D
35925287;2017191458;9;E;C;E;E;D;C;C;D;D;D;C;D;C;D;D;D;C
35925287;2017141863;9;E;C;E;E;D;C;C;D;D;D;C;D;C;D;D;D;C
35029774;2017013267;9;C;E;E;E;C;C;D;D;D;C;C;D;D;B;C;C;C
35029774;2017084363;9;C;E;E;E;C;C;D;D;D;C;C;D;D;B;C;C;C
35029774;2017084362;9;C;E;E;E;D;D;D;D;D;D;D;C;D;D;D;C;B
35029774;2017432310;9;D;E;D;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35029774;2017013268;9;D;E;D;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35030053;2017155293;9;E;D;E;E;B;C;C;C;C;C;C;C;C;D;D;D;D
35030053;2017006260;9;C;C;D;E;D;D;D;D;C;C;C;C;C;C;C;C;C
35030053;2017006261;9;C;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D
35030053;2017155292;9;C;C;D;E;D;D;D;D;C;C;C;C;C;C;C;C;C
35018387;2017034345;5;C;C;E;D;E;D;D;D;C;C;C;D;B;C;C;C;C
35018387;2017105535;5;C;E;E;E;D;D;D;D;D;D;C;B;C;D;D;D;D
35018387;2017361522;5;B;C;E;E;C;C;C;D;D;C;C;C;B;C;C;D;D
35018594;2017453281;9;C;E;E;E;E;C;C;C;B;B;B;B;C;C;C;C;C
35018594;2017389720;9;C;E;E;E;E;C;C;C;B;B;B;B;C;C;C;C;C
35018764;2017396811;9;C;C;E;E;B;D;D;D;D;D;D;D;D;D;D;D;D
35018764;2017432201;9;C;C;E;E;B;D;D;D;D;D;D;D;D;D;D;D;D
35902559;2017042184;9;C;D;E;C;B;B;B;B;B;B;B;B;B;B;B;B;B
35902559;2017035187;9;C;D;E;C;B;B;B;B;B;B;B;B;B;B;B;B;B
35902559;2017014049;9;C;D;E;C;B;B;B;B;B;B;B;B;B;B;B;B;B
35902559;2017092170;9;C;D;E;C;B;B;B;B;B;B;B;B;B;B;B;B;B
35924167;2017021300;9;C;D;D;E;C;C;D;C;C;D;C;D;C;C;C;C;C
35924167;2017390695;9;C;D;D;E;C;C;D;C;C;D;C;D;C;C;C;C;C
35924167;2017312559;9;C;D;D;E;C;C;D;C;C;D;C;D;C;C;C;C;C
35924167;2017255452;9;C;D;D;E;C;C;D;C;C;D;C;D;C;C;C;C;C
35924167;2017312558;9;B;A;A;E;B;C;C;C;C;C;D;C;C;D;D;C;D
35924167;2017255451;9;B;A;A;E;B;C;C;C;C;C;D;C;C;D;D;C;D
35924167;2017134763;9;B;A;A;E;B;C;C;C;C;C;D;C;C;D;D;C;D
35924167;2017021299;9;B;A;A;E;B;C;C;C;C;C;D;C;C;D;D;C;D
35031616;2017226241;9;E;D;E;E;D;C;C;C;C;C;C;C;C;C;C;C;B
35031616;2017290105;9;C;E;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C
35033911;2017453440;9;E;E;E;E;D;C;D;D;D;D;D;D;D;D;D;C;C
35033911;2017105640;9;E;E;E;E;D;C;D;D;D;D;D;D;D;D;D;C;C
35033911;2017119542;9;E;E;E;E;D;C;D;D;D;D;D;D;D;D;D;C;C
35021672;2017013185;9;C;A;E;E;E;C;C;D;D;C;C;C;C;C;C;D;C
35021672;2017013187;9;C;A;E;E;E;C;C;D;D;C;C;C;C;C;C;D;C
35021672;2017091370;9;C;A;E;E;E;C;C;D;D;C;C;C;C;C;C;D;C
35021672;2017304356;9;C;A;E;E;E;C;C;D;D;C;C;C;C;C;C;D;C
35021672;2017013186;9;C;E;E;E;E;C;C;D;C;C;D;D;C;D;D;D;D
35021672;2017304357;9;C;E;E;E;E;C;C;D;C;C;D;D;C;D;D;D;D
35021672;2017091371;9;C;E;E;E;E;C;C;D;C;C;D;D;C;D;D;D;D
35021672;2017013188;9;C;E;E;E;E;C;C;C;D;C;C;C;C;C;C;C;C
35020000;2017041323;9;C;D;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35020000;2017354251;9;C;D;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35020000;2017020320;9;C;D;C;D;D;C;C;C;C;C;C;C;C;C;C;C;C
35020000;2017041322;9;C;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D
35020000;2017020319;9;C;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D
35020000;2017020322;9;C;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D
35020000;2017354250;9;C;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D;D
35015436;2017375722;9;D;D;D;D;D;C;D;D;D;D;D;D;D;D;D;D;D
35015436;2017048391;9;D;D;D;D;D;C;D;D;D;D;D;D;D;D;D;D;D
35015436;2017375721;9;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D
35015436;2017048390;9;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D
35039718;2017062969;9;C;E;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35039718;2017062968;9;C;D;E;E;D;C;D;D;D;D;D;D;D;D;D;D;D
35020114;2017375785;5;B;E;E;E;E;C;D;D;D;D;D;D;D;D;D;D;C
35020114;2017062743;5;E;E;E;E;E;D;D;D;D;D;D;D;D;D;D;D;B
35020114;2017432229;9;C;D;E;E;C;D;D;D;D;D;D;D;D;D;D;D;D
35006646;2017361382;9;A;D;E;A;D;C;C;C;C;C;C;C;C;C;C;C;B
35006646;2017218967;5;D;D;E;E;E;D;D;C;C;C;C;D;C;D;D;D;D
35006646;2017425944;9;A;D;E;A;D;C;C;C;C;C;C;C;C;C;C;C;B
35006646;2017361381;9;C;D;E;E;C;B;B;B;B;D;D;A;A;B;C;B;B
35006646;2017417678;9;C;D;E;E;C;B;B;B;B;D;D;A;A;B;C;B;B
35006646;2017417679;9;C;D;E;D;D;C;C;C;D;D;C;C;C;D;D;C;D
35006798;2017325473;5;D;E;E;E;E;C;C;C;C;C;C;C;C;C;C;C;C
35006798;2017119252;9;B;B;E;E;C;C;C;B;B;D;D;B;B;C;D;C;C
35006798;2017311389;9;B;B;E;E;C;C;C;B;B;D;D;B;B;C;D;C;C
35006889;2017162227;9;C;C;C;E;C;C;C;C;C;C;C;C;C;C;C;C;C
35006889;2017162228;9;E;C;C;C;D;C;C;C;D;D;D;D;D;D;D;D;D
35041117;2017339990;9;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
35041117;2017261785;9;C;D;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35041117;2017261785;9;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D
35041117;2017339990;9;C;D;C;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35041117;2017339991;9;D;C;E;E;D;C;C;C;C;C;C;C;C;C;C;C;D
35041117;2017261786;9;D;C;E;E;D;C;C;C;C;C;C;C;C;C;C;C;D
35041142;2017133919;5;A;C;B;B;B;B;C;B;B;B;C;B;B;C;C;B;C
35041142;2017411013;5;A;C;A;C;C;D;D;C;C;B;D;C;C;D;D;D;B
35041944;2017432437;9;C;C;E;E;E;D;D;D;D;D;D;D;D;D;D;D;D
35041944;2017254694;9;B;B;C;C;B;C;C;C;C;C;D;C;D;D;D;C;D
35041944;2017133927;9;B;E;E;E;C;B;C;C;C;C;C;D;C;D;D;D;D
35041944;2017432436;9;B;E;E;E;C;B;C;C;C;C;C;D;C;D;D;D;D
35041944;2017091590;9;B;E;E;E;C;B;C;C;C;C;C;D;C;D;D;D;D
35041944;2017254693;9;B;E;E;E;C;B;C;C;C;C;C;D;C;D;D;D;D
35041944;2017439561;9;B;E;E;E;C;B;C;C;C;C;C;D;C;D;D;D;D
35041944;2017204908;9;B;E;E;E;C;B;C;C;C;C;C;D;C;D;D;D;D
35030612;2017126806;9;C;B;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D
35022822;2017417867;9;B;E;E;E;E;C;C;C;C;C;D;C;C;C;C;C;C
35022822;2017120200;9;B;E;E;E;E;C;C;C;C;C;D;C;C;C;C;C;C
35022822;2017163165;9;B;E;E;E;E;C;C;C;C;C;D;C;C;C;C;C;C
35022822;2017241216;9;B;E;E;E;E;C;C;C;C;C;D;C;C;C;C;C;C
35022822;2017326417;9;B;E;E;E;E;C;C;C;C;C;D;C;C;C;C;C;C
35022822;2017013202;9;B;E;E;E;E;B;C;C;C;C;C;C;C;D;D;C;C
35023176;2017041356;9;C;B;E;E;B;B;C;C;C;D;D;C;C;C;C;C;B
35442324;2017283741;9;C;E;E;E;E;B;B;C;C;C;C;C;C;D;D;D;D
35442324;2017127374;9;C;E;E;E;E;B;B;C;C;C;C;C;C;D;D;D;D
35442324;2017155956;9;C;E;E;E;E;B;B;C;C;C;C;C;C;D;D;D;D
35442324;2017155973;9;C;E;E;E;E;B;B;C;C;C;C;C;C;D;D;D;D
35442324;2017155954;9;C;E;E;E;E;B;B;C;C;C;C;C;C;D;D;D;D
35442324;2017120149;9;C;E;E;E;E;B;B;C;C;C;C;C;C;D;D;D;D
35442324;2017155957;9;C;C;C;D;C;C;D;D;C;D;D;B;B;C;D;C;C
